time,race1,race2,supplyUsed1,supplyUsed2,supplyMade1,supplyMade2,totalIncome1,totalIncome2,mineralsIncome1,mineralsIncome2,vespeneIncome1,vespeneIncome2,totalResources1,totalResources2,minerals1,minerals2,vespene1,vespene2,activeWorkers1,activeWorkers2,army1,army2,technology1,technology2,lostResources1,lostResources2,winner
529,0,2,123.0,124.0,173.0,125.0,3392,3297,2631,2491,761,806,704,934,269,275,435,659,62,65,3000,4200,2350,2550,2088,1693,0
536,0,2,135.0,122.0,173.0,133.0,3650,3325,2687,2519,963,806,730,1334,204,575,526,759,63,65,3525,4025,2350,2700,2088,1868,0
543,0,2,137.0,138.0,173.0,141.0,3902,3297,2939,2491,963,806,1135,920,489,65,646,855,63,65,3500,4025,2600,3050,2288,1868,0
550,0,2,137.0,138.0,173.0,157.0,4070,3347,3107,2519,963,828,1326,1180,664,225,662,955,65,65,3500,4725,2600,3050,2288,1868,0
557,0,2,145.0,138.0,173.0,157.0,4092,3067,3107,2239,985,828,791,1126,59,75,732,1051,66,67,3875,4725,2600,3050,2288,1868,0
564,0,2,149.0,138.0,173.0,157.0,3924,2871,2939,2043,985,828,782,1077,259,130,523,947,66,67,4450,4725,2600,3050,2288,1868,0
571,0,2,149.0,150.0,173.0,157.0,3918,2849,2911,2043,1007,806,828,218,239,75,589,143,66,67,4450,5325,2700,3050,2288,1868,0
579,0,2,156.0,142.0,173.0,149.0,3734,3045,2771,2239,963,806,1300,594,599,355,701,239,66,63,4875,5175,2700,3200,2288,2518,0
586,0,2,153.0,119.0,173.0,149.0,3454,2933,2491,2127,963,806,1716,1230,899,895,817,335,66,58,4850,4725,2700,3200,2438,3368,0
593,0,2,136.0,103.0,173.0,149.0,3482,3017,2519,2211,963,806,2136,1215,1199,780,937,435,66,58,4400,3925,2700,3200,3338,4168,0
600,0,2,142.0,103.0,173.0,149.0,3454,2933,2491,2127,963,806,1787,1461,809,930,978,531,66,58,4325,3925,2900,3200,3538,4168,0
607,0,2,143.0,122.0,173.0,149.0,3482,3011,2519,2183,963,828,1873,686,779,55,1094,631,66,58,4325,3925,2900,3200,3538,4168,0
614,0,2,145.0,125.0,173.0,149.0,3750,2989,2743,2183,1007,806,1683,733,719,160,964,573,67,61,4625,4725,2900,3200,3538,4168,0
621,0,2,157.0,127.0,173.0,157.0,3756,3101,2771,2295,985,806,1055,849,379,180,676,669,67,63,4875,4725,2900,3200,3538,4168,0
629,0,2,157.0,138.0,188.0,157.0,3627,3017,2687,2211,940,806,1507,259,719,90,788,169,67,66,4875,4925,2900,3200,3538,4168,0
636,0,2,163.0,138.0,188.0,157.0,3678,3129,2715,2323,963,806,537,330,29,215,508,115,67,66,5175,5525,2900,3200,3538,4168,0
643,0,2,159.0,137.0,188.0,157.0,3728,3213,2743,2407,985,806,959,700,349,485,610,215,67,69,5175,5425,2800,3200,3838,4268,0
650,0,2,158.0,129.0,188.0,157.0,3930,3123,2967,2295,963,828,1454,1076,730,765,724,311,67,70,5475,5025,2800,3200,4088,4668,0
657,0,2,161.0,135.0,188.0,157.0,4092,3235,3107,2407,985,828,1930,1042,1090,635,840,407,67,70,5675,5325,2800,3350,4188,4768,0
664,0,2,161.0,133.0,188.0,157.0,4114,3269,3107,2463,1007,806,2411,1423,1455,920,956,503,67,70,5675,4825,3250,3350,4188,4868,0
671,0,2,167.0,133.0,188.0,157.0,3734,3101,2771,2295,963,806,2383,1009,1340,510,1043,499,67,70,5925,4050,3250,3350,4188,6093,0
679,0,2,171.0,130.0,188.0,172.0,3370,3297,2407,2491,963,806,1919,959,935,360,984,599,67,70,6475,4200,3250,3350,4188,6343,0
686,0,2,174.0,130.0,188.0,172.0,3202,3325,2239,2519,963,806,1239,1360,285,665,954,695,67,70,6475,4200,3250,3350,4188,6343,0
693,0,2,173.0,138.0,188.0,172.0,2950,3381,1987,2575,963,806,765,1361,120,570,645,791,67,70,6375,4600,3250,3350,4588,6343,0
700,0,2,163.0,136.0,188.0,172.0,3056,3599,2071,2771,985,828,615,1426,275,535,340,891,67,70,5575,4875,3250,3350,5488,6843,0
707,0,2,126.0,108.0,188.0,172.0,3190,3655,2183,2827,1007,828,991,1842,535,855,456,987,67,70,3725,2375,3250,3350,8038,8943,0
714,0,2,110.0,110.0,188.0,172.0,3190,3711,2183,2883,1007,828,1237,1608,690,675,547,933,67,70,2775,2300,3775,3350,9062,9468,0
721,0,2,122.0,110.0,188.0,172.0,3202,3577,2239,2771,963,806,1149,1579,515,550,634,1029,67,70,3125,2475,3875,3350,9112,9743,0
729,0,2,132.0,111.0,188.0,172.0,3174,3381,2211,2575,963,806,690,1445,15,320,675,1125,67,72,3375,2475,3875,3650,9112,9743,0
736,0,2,133.0,128.0,188.0,172.0,3112,3437,2127,2631,985,806,755,365,85,265,670,100,67,74,3375,2475,3875,3800,9112,9743,0
743,0,2,141.0,128.0,188.0,172.0,3426,3459,2463,2631,963,828,1191,766,405,570,786,196,68,75,3850,2675,3875,3800,9112,9743,0
750,0,2,145.0,129.0,188.0,172.0,4008,3358,3023,2463,985,895,1202,859,325,630,877,229,68,77,4825,4125,3875,3800,9112,9743,0
757,0,2,153.0,129.0,188.0,172.0,4086,3398,3079,2435,1007,963,1235,675,264,330,971,345,68,77,5175,4125,3875,3800,9112,9743,0
764,0,2,157.0,135.0,188.0,172.0,4036,3728,3051,2631,985,1097,1649,716,575,235,1074,481,68,77,5325,4125,3875,4100,9112,9880,0
771,0,2,146.0,129.0,188.0,196.0,4042,3728,3079,2519,963,1209,2116,754,930,125,1186,629,68,77,4675,3825,3875,4100,9746,10580,0
779,0,2,143.0,115.0,188.0,204.0,4126,3762,3163,2575,963,1187,2586,1059,1280,290,1306,769,68,77,5025,3275,3875,4100,10096,11530,0
786,0,2,140.0,111.0,188.0,204.0,4098,3868,3135,2659,963,1209,2787,1013,1390,100,1397,913,68,77,4650,2075,3875,4350,10696,12730,0
793,0,2,150.0,115.0,188.0,204.0,3980,3812,2995,2603,985,1209,1647,958,505,205,1142,753,68,77,4675,2575,3875,4350,10871,12730,0
800,0,2,154.0,114.0,188.0,204.0,3862,3728,2855,2519,1007,1209,2108,997,850,300,1258,697,68,76,4825,2975,3875,4350,10871,12780,0
807,0,2,146.0,106.0,188.0,219.0,3330,3140,2323,2043,1007,1097,2484,1340,1110,515,1374,825,68,74,4475,2425,3875,4200,11396,13730,0
814,0,2,141.0,104.0,188.0,219.0,3146,3017,2183,1987,963,1030,2851,1228,1365,275,1486,953,68,74,4400,2325,3875,4200,11926,14330,0
821,0,2,136.0,106.0,188.0,219.0,3090,3599,2127,2659,963,940,2847,857,1270,400,1577,457,68,74,4025,2825,3875,4300,12576,14630,0
829,0,2,135.0,99.0,188.0,219.0,3252,4008,2267,3135,985,873,3247,1131,1550,570,1697,561,68,74,4450,1525,3875,4300,12751,15330,0
836,0,2,146.0,108.0,188.0,219.0,3118,4092,2155,3219,963,873,2348,1130,635,465,1713,665,68,74,4450,2325,3875,4300,12751,15430,0
843,0,2,155.0,114.0,188.0,219.0,3174,4226,2211,3331,963,895,1684,828,105,405,1579,423,68,74,4825,2825,3875,4300,12751,15430,0
850,0,2,158.0,116.0,188.0,219.0,2966,4142,1959,3247,1007,895,2014,1122,315,745,1699,377,68,74,4975,3025,3875,4300,12751,15430,0
857,0,2,168.0,124.0,188.0,211.0,2860,3521,1875,2603,985,918,2351,815,540,330,1811,485,69,74,5875,3025,3875,4200,12751,15930,0
864,0,2,158.0,108.0,188.0,211.0,2726,3269,1763,2351,963,918,2677,1201,750,600,1927,601,69,74,5100,2625,3875,4200,13604,16730,0
871,0,2,168.0,112.0,188.0,196.0,2866,3190,1903,2295,963,895,2243,1285,225,580,2018,705,69,74,5550,2425,3875,4200,13604,17330,0
879,0,2,172.0,116.0,188.0,196.0,3174,3185,2211,2267,963,918,2254,657,320,290,1934,367,69,74,5850,2725,3875,4200,13604,17330,0
886,0,2,174.0,122.0,188.0,196.0,3230,3218,2267,2323,963,895,2604,1041,550,570,2054,471,69,74,6050,3725,3875,4200,13604,17330,0
893,0,2,186.0,126.0,188.0,196.0,2916,3526,1931,2631,985,895,2325,665,180,390,2145,275,69,74,6675,3725,3875,4200,13604,17330,0
900,0,2,186.0,126.0,188.0,188.0,3162,3431,2155,2603,1007,828,2711,1066,450,695,2261,371,69,74,6675,3725,3875,4100,13604,17530,0
907,0,2,188.0,118.0,188.0,165.0,3224,2502,2239,1931,985,571,3067,1315,690,890,2377,425,69,72,7225,3725,3875,3950,13604,18730,0
914,0,2,152.0,97.0,188.0,157.0,2787,2199,1903,1819,884,380,3400,1283,925,810,2475,473,65,61,5700,2425,3875,3950,15804,20680,0
921,0,2,144.0,98.0,188.0,157.0,2793,2171,1987,1791,806,380,3745,941,1170,420,2575,521,65,58,5275,2575,3875,3950,16229,21580,0
929,0,2,134.0,88.0,188.0,157.0,2905,2334,2099,1931,806,403,3851,1224,1255,655,2596,569,65,58,4500,2575,3875,3950,17154,22080,0
936,0,2,136.0,86.0,188.0,157.0,2765,2423,1959,2043,806,380,2786,1118,390,805,2396,313,65,58,4500,2275,3875,3950,16854,22380,0
943,0,2,131.0,102.0,188.0,157.0,2815,2479,1987,2099,828,380,2757,607,340,250,2417,357,65,58,3950,3075,3875,3950,17404,22380,0
950,0,2,119.0,90.0,188.0,157.0,2838,2446,1987,2043,851,403,3097,295,580,90,2517,205,65,58,3350,2275,3875,3950,18004,23630,0
957,0,2,123.0,96.0,188.0,157.0,2849,2479,2043,2099,806,380,2519,289,185,40,2334,249,65,58,3475,2375,3875,3950,18104,23630,0
964,0,2,129.0,98.0,188.0,172.0,2877,2423,2071,2043,806,380,3060,382,530,235,2530,147,65,58,4075,2875,3875,3950,18104,23630,0
971,0,2,128.0,102.0,188.0,164.0,2843,2418,2015,2071,828,347,2775,469,270,280,2505,189,65,58,3925,3075,3875,3950,18254,23730,0
979,0,2,116.0,96.0,188.0,164.0,2877,2362,2071,2127,806,235,3116,748,515,535,2601,213,65,58,3100,2775,3875,3950,19329,24030,0
986,0,2,121.0,106.0,188.0,164.0,2905,2149,2099,1903,806,246,2712,486,215,245,2497,241,65,58,3350,3275,3875,3950,19329,24030,0
993,0,2,126.0,108.0,188.0,164.0,2894,2037,2043,1791,851,246,2152,389,5,270,2147,119,65,58,3700,3275,3875,3950,19329,24030,0
1000,0,2,132.0,112.0,188.0,164.0,2882,2345,2099,2099,783,246,2485,322,250,275,2235,47,65,58,4225,3825,3875,3950,19329,24030,0
1007,0,2,132.0,116.0,218.0,164.0,2658,2776,1987,2463,671,313,2585,461,270,370,2315,91,65,58,4150,4325,3875,3950,19329,24030,0
1014,0,2,132.0,124.0,218.0,164.0,2630,2787,1959,2295,671,492,2335,231,190,205,2145,26,65,58,4200,4825,3875,3950,19329,24030,0
1021,0,2,133.0,124.0,218.0,164.0,2216,2692,1567,2155,649,537,2545,559,195,465,2350,94,65,58,4925,5075,3875,3950,19504,24030,0
1029,0,2,133.0,122.0,218.0,164.0,2154,2826,1483,2267,671,559,2799,902,365,740,2434,162,65,58,5300,4975,3875,3950,19629,24130,0
1036,0,2,132.0,138.0,218.0,164.0,2098,2826,1427,2267,671,559,3030,436,520,210,2510,226,64,58,5575,5475,3875,3950,19679,24130,0
1043,0,2,139.0,142.0,218.0,164.0,2003,2793,1287,2211,716,582,2632,399,71,205,2561,194,61,58,5575,5775,3875,3950,19829,24130,0
1050,0,2,139.0,144.0,218.0,164.0,1880,2670,1231,2043,649,627,2852,535,220,315,2632,220,60,58,6075,6300,3975,3950,19979,24130,0
1057,0,2,139.0,150.0,218.0,164.0,1796,2602,1147,1931,649,671,3040,150,329,50,2711,100,60,58,6800,6050,3975,3950,19979,24380,0
1064,0,2,139.0,152.0,218.0,164.0,1662,2731,1035,2015,627,716,2921,272,267,230,2654,42,60,58,6850,6750,3975,3950,19979,24380,0
1071,0,2,147.0,158.0,218.0,164.0,2160,2558,1511,1707,649,851,2615,270,15,120,2600,150,60,58,6850,6950,3975,3950,19979,24380,0
1079,0,2,147.0,158.0,218.0,164.0,2418,2552,1791,1679,627,873,2887,594,218,340,2669,254,60,58,6850,7250,3975,3950,19979,24380,0
1086,0,2,128.0,130.0,218.0,164.0,2462,2630,1791,1735,671,895,3182,908,433,550,2749,358,49,58,5900,5575,3875,3950,21651,26055,0
1093,0,2,139.0,130.0,218.0,164.0,2322,2574,1651,1679,671,895,2863,1197,38,735,2825,462,49,58,6400,5575,3875,3950,21651,26055,0
1100,0,2,128.0,130.0,210.0,164.0,2104,2535,1455,1707,649,828,2949,1513,48,955,2901,558,38,58,6400,5575,4125,3950,22301,26055,0
1107,0,2,129.0,140.0,210.0,164.0,1662,2496,1035,1623,627,873,3100,721,123,55,2977,666,36,58,6475,4975,4125,3950,22663,26655,0
1114,0,2,132.0,140.0,210.0,164.0,1460,2658,811,1763,649,895,3070,1034,13,260,3057,774,37,58,6725,6075,4125,3950,22663,26655,0
1121,0,2,134.0,140.0,210.0,164.0,1494,2552,867,1679,627,873,3131,1338,23,460,3108,878,39,58,6725,6075,4125,3950,22663,26655,0
1129,0,2,130.0,138.0,210.0,164.0,1746,2502,1119,1707,627,795,3138,1642,29,670,3109,972,33,58,6925,5875,4125,3950,23014,26855,0
1136,0,2,127.0,122.0,195.0,141.0,1594,2087,923,1483,671,604,3318,1862,129,830,3189,1032,30,42,6925,5875,4125,3850,23717,28255,0
1143,0,2,126.0,127.0,195.0,141.0,1600,1298,951,895,649,403,3514,1206,249,130,3265,1076,31,37,7000,5875,4125,3850,23767,28880,0
1150,0,2,111.0,77.0,195.0,141.0,1578,1275,951,895,627,380,3710,1360,369,240,3341,1120,31,37,5875,3375,4125,3850,24892,31880,0
7,0,2,13.0,13.0,15.0,15.0,293,293,293,293,0,0,35,35,35,35,0,0,12,12,0,0,0,0,0,0,1
14,0,2,14.0,14.0,15.0,15.0,671,671,671,671,0,0,70,70,70,70,0,0,13,13,0,0,0,0,0,0,1
21,0,2,14.0,14.0,15.0,15.0,671,727,671,727,0,0,45,50,45,50,0,0,13,13,0,0,0,0,0,0,1
29,0,2,15.0,15.0,15.0,15.0,755,727,755,727,0,0,95,85,95,85,0,0,14,14,0,0,0,0,0,0,1
36,0,2,15.0,16.0,15.0,23.0,755,839,755,839,0,0,130,145,130,145,0,0,14,15,0,0,0,0,0,0,1
43,0,2,16.0,16.0,23.0,23.0,839,811,839,811,0,0,80,35,80,35,0,0,15,15,0,0,0,0,0,0,1
50,0,2,16.0,17.0,23.0,23.0,839,811,839,811,0,0,50,55,50,55,0,0,15,16,0,0,0,0,0,0,1
57,0,2,17.0,18.0,23.0,23.0,755,811,755,811,0,0,135,115,135,115,0,0,16,17,0,0,0,0,0,0,1
64,0,2,17.0,18.0,23.0,23.0,783,923,783,923,0,0,230,75,230,75,0,0,17,17,0,0,0,0,0,0,1
71,0,2,18.0,19.0,23.0,23.0,799,945,755,923,44,22,278,189,270,185,8,4,17,18,0,0,0,0,0,0,1
79,0,2,19.0,20.0,23.0,23.0,861,967,727,923,134,44,324,353,300,345,24,8,18,19,0,0,0,0,0,0,1
86,0,2,19.0,20.0,23.0,23.0,889,1023,755,979,134,44,434,76,390,60,44,16,18,19,0,0,0,150,0,0,1
93,0,2,20.0,20.0,23.0,23.0,883,1046,727,979,156,67,339,199,275,175,64,24,19,20,0,0,150,150,0,0,1
100,0,2,20.0,21.0,23.0,23.0,911,1068,755,979,156,89,444,121,360,85,84,36,19,20,0,0,150,150,0,0,1
107,0,2,20.0,21.0,23.0,23.0,1018,1012,839,923,179,89,154,83,50,35,104,48,19,20,50,0,150,150,0,0,1
114,0,2,20.0,22.0,23.0,23.0,934,1062,755,951,179,111,274,99,150,35,124,64,19,21,50,0,150,150,0,0,1
121,0,2,21.0,23.0,23.0,23.0,995,1079,839,923,156,156,90,219,50,135,40,84,19,22,50,0,150,150,0,0,1
129,0,2,21.0,23.0,23.0,31.0,1079,1079,923,923,156,156,125,304,115,200,10,104,19,22,50,0,150,150,0,0,1
136,0,2,22.0,26.0,23.0,31.0,1191,1102,1035,923,156,179,105,259,75,160,30,99,20,23,50,0,150,300,0,0,1
143,0,2,22.0,26.0,23.0,31.0,1247,1191,1091,923,156,268,245,235,195,150,50,85,20,23,50,0,150,300,0,50,1
150,0,2,23.0,27.0,23.0,31.0,1219,1236,1063,923,156,313,150,206,80,185,70,21,21,24,50,0,150,300,0,50,1
157,0,2,23.0,29.0,31.0,46.0,1270,1236,1091,923,179,313,245,181,155,145,90,36,21,24,50,125,150,300,0,50,1
164,0,2,26.0,31.0,31.0,46.0,1191,1286,1035,951,156,335,26,146,20,120,6,26,22,25,50,125,500,300,0,50,1
171,0,2,28.0,32.0,31.0,46.0,1219,1398,1063,1063,156,335,61,266,35,200,26,66,23,26,50,125,500,300,0,50,1
179,0,2,29.0,34.0,31.0,46.0,1348,1404,1147,1091,201,313,174,212,120,135,54,77,23,28,50,125,600,300,0,50,1
186,0,2,29.0,36.0,46.0,46.0,1460,1510,1147,1175,313,335,144,342,50,225,94,117,23,28,200,250,600,300,0,50,1
193,0,2,33.0,40.0,46.0,46.0,1510,1600,1175,1287,335,313,159,288,25,235,134,53,24,30,250,250,600,600,0,50,1
200,0,2,34.0,41.0,46.0,46.0,1617,1684,1259,1371,358,313,254,338,80,245,174,93,24,32,250,250,850,600,0,50,1
207,0,2,34.0,41.0,46.0,46.0,1538,1768,1203,1455,335,313,375,548,165,415,210,133,24,32,250,250,850,600,0,50,1
214,0,2,40.0,41.0,46.0,46.0,1516,1874,1203,1539,313,335,216,219,70,150,146,69,25,33,450,375,850,600,0,50,1
221,0,2,43.0,43.0,46.0,54.0,1488,1846,1175,1511,313,335,211,84,25,75,186,9,27,33,450,625,850,600,0,50,1
229,0,2,44.0,45.0,46.0,54.0,1572,1796,1259,1483,313,313,291,185,65,140,226,45,27,33,450,625,850,600,0,50,1
236,0,2,46.0,47.0,46.0,54.0,1768,1908,1455,1595,313,313,369,330,103,245,266,85,29,35,550,625,850,600,0,50,1
243,0,2,50.0,47.0,54.0,54.0,2098,1874,1763,1539,335,335,449,445,143,320,306,125,29,35,850,625,850,600,0,50,1
250,0,2,52.0,50.0,54.0,54.0,2121,1902,1763,1567,358,335,529,220,183,155,346,65,31,37,850,875,850,700,0,50,1
257,0,2,52.0,51.0,54.0,62.0,1958,1902,1623,1567,335,335,580,306,248,205,332,101,31,37,950,875,850,950,0,50,1
264,0,2,56.0,53.0,62.0,62.0,2020,1958,1707,1623,313,335,561,391,193,325,368,66,33,38,1050,875,850,1250,0,50,1
271,0,2,56.0,54.0,62.0,62.0,1936,1992,1623,1679,313,313,581,132,173,30,408,102,33,39,1050,1125,1000,1250,0,50,1
279,0,2,62.0,57.0,62.0,70.0,2188,1964,1875,1539,313,425,276,132,153,70,123,62,35,40,1050,1125,1000,1250,0,50,1
286,0,2,60.0,57.0,70.0,70.0,2188,2031,1875,1427,313,604,441,208,278,120,163,88,36,39,850,1400,1000,1250,300,150,1
293,0,2,56.0,57.0,70.0,70.0,2233,1466,1875,951,358,515,351,249,148,105,203,144,36,38,550,1400,1000,1250,607,250,1
300,0,2,58.0,57.0,70.0,70.0,1986,1488,1651,1063,335,425,497,136,233,90,264,46,38,38,550,1400,1000,1250,607,250,1
307,0,2,59.0,59.0,70.0,70.0,2104,2037,1791,1455,313,582,543,241,243,190,300,51,39,40,550,1650,1000,1250,607,250,1
314,0,2,62.0,62.0,70.0,70.0,2104,2289,1791,1595,313,694,698,96,358,65,340,31,40,40,650,1650,1000,1250,607,250,1
321,0,2,63.0,63.0,70.0,70.0,2496,2194,2183,1567,313,627,953,249,573,150,380,99,41,41,950,1650,1000,1250,607,250,1
329,0,2,62.0,64.0,70.0,70.0,2496,2244,2183,1595,313,649,1248,264,828,185,420,79,41,43,1300,1750,1125,1250,657,250,1
336,0,2,68.0,65.0,70.0,78.0,2546,2283,2211,1679,335,604,813,291,628,140,185,151,42,43,1300,1750,1250,1250,657,250,1
343,0,2,69.0,67.0,70.0,93.0,2401,2339,2043,1735,358,604,828,572,603,345,225,227,42,45,1300,2000,1550,1250,657,250,1
350,0,2,70.0,75.0,70.0,93.0,2434,2446,2099,1819,335,627,209,167,98,60,111,107,43,46,1400,2000,1550,1550,657,250,1
357,0,2,70.0,75.0,70.0,93.0,2468,2429,2155,1735,313,694,445,452,298,265,147,187,44,48,1400,2000,1550,1550,657,250,1
364,0,2,70.0,81.0,70.0,101.0,2569,2490,2211,1819,358,671,363,453,268,190,95,263,45,49,1675,2300,1625,1650,657,250,1
371,0,2,77.0,84.0,78.0,101.0,2569,2608,1987,1959,582,649,538,370,388,135,150,235,45,49,1675,2300,1625,1900,657,250,1
379,0,2,77.0,85.0,78.0,101.0,2608,2698,1959,2071,649,627,388,381,283,70,105,311,45,52,1675,2300,1625,1900,657,250,1
386,0,2,83.0,87.0,94.0,101.0,2496,2675,1847,2071,649,604,330,622,253,235,77,387,46,52,1775,2300,1625,1900,657,250,1
393,0,2,90.0,93.0,94.0,101.0,2490,2782,1819,2155,671,627,165,427,108,110,57,317,47,53,2025,2800,1625,1900,657,250,1
400,0,2,93.0,97.0,94.0,101.0,2558,2882,1931,2211,627,671,182,398,78,105,104,293,48,55,2025,3325,1825,1900,657,250,1
407,0,2,92.0,99.0,94.0,101.0,2698,2961,2071,2267,627,694,402,653,218,280,184,373,49,55,1875,3325,1825,2050,907,250,1
414,0,2,90.0,97.0,102.0,101.0,3000,2776,2351,2127,649,649,772,920,508,475,264,445,50,54,2025,3325,1825,2200,1007,400,1
421,0,2,87.0,89.0,110.0,101.0,2854,2009,2183,1539,671,470,707,1143,513,650,194,493,51,52,2100,2875,1825,2200,1532,950,1
429,0,2,91.0,94.0,125.0,101.0,2854,2054,2183,1763,671,291,693,750,473,225,220,525,51,51,2150,2875,1825,2200,1532,1050,1
436,0,2,95.0,100.0,125.0,101.0,2938,2513,2267,2267,671,246,544,413,398,60,146,353,51,51,2150,3250,1825,2200,1532,1050,1
443,0,2,98.0,101.0,125.0,101.0,2916,2698,2267,2407,649,291,580,493,358,100,222,393,53,52,2275,3550,1825,2200,1532,1050,1
450,0,2,98.0,101.0,125.0,101.0,2838,2793,2211,2323,627,470,671,334,373,85,298,249,54,53,2100,3550,1825,2200,1832,1050,1
457,0,2,101.0,101.0,125.0,101.0,2782,2670,2155,2155,627,515,611,443,283,130,328,313,55,53,2375,3550,1825,2200,1832,1050,1
464,0,2,109.0,104.0,125.0,117.0,3078,2737,2407,2155,671,582,306,341,123,110,183,231,56,53,2950,3550,1825,2200,1832,1050,1
471,0,2,113.0,105.0,133.0,117.0,2938,2709,2267,2127,671,582,291,613,78,310,213,303,57,56,2950,3550,1825,2200,1832,1050,1
479,0,2,114.0,113.0,133.0,117.0,2972,2843,2323,2239,649,604,233,319,48,140,185,179,58,56,3075,4050,1825,2500,1832,1050,1
486,0,2,116.0,115.0,133.0,117.0,3213,3006,2519,2379,694,627,107,635,38,380,69,255,58,58,3300,4050,1975,2650,1832,1050,1
493,0,2,121.0,116.0,133.0,117.0,3314,3090,2575,2351,739,739,150,703,43,360,107,343,59,60,3575,4150,2125,2650,1832,1050,1
500,0,2,121.0,116.0,141.0,117.0,3308,3090,2547,2351,761,739,417,772,218,345,199,427,59,60,4025,4150,2125,2650,1832,1050,1
507,0,2,127.0,117.0,141.0,117.0,3532,3095,2771,2379,761,716,313,891,168,380,145,511,62,60,4150,4150,2275,2650,1832,1050,1
514,0,2,128.0,125.0,141.0,133.0,3694,3174,2911,2435,783,739,545,978,308,375,237,603,62,60,4275,4150,2275,2800,1832,1050,1
521,0,2,123.0,127.0,141.0,149.0,3638,3140,2855,2379,783,761,957,1045,628,350,329,695,65,61,3900,4250,2275,3050,2082,1250,1
529,0,2,109.0,113.0,149.0,149.0,3778,3157,2995,2351,783,806,1415,1326,998,535,417,791,65,63,2950,4150,2525,3050,3032,2250,1
536,0,2,86.0,99.0,157.0,149.0,3717,3230,2911,2491,806,739,1726,1705,1238,830,488,875,66,63,1550,3125,2525,3050,4882,3275,1
543,0,2,92.0,109.0,157.0,149.0,3784,3252,3023,2491,761,761,1449,1122,1073,455,376,667,66,63,1425,3400,2525,3050,5007,3525,1
550,0,2,90.0,110.0,157.0,149.0,3700,3224,2939,2463,761,761,1180,1009,1058,250,122,759,66,63,1200,3400,2525,3050,5232,3525,1
557,0,2,94.0,117.0,157.0,149.0,3599,3252,2771,2491,828,761,559,1096,458,245,101,851,66,66,1325,3700,2525,3050,5232,3525,1
564,0,2,97.0,116.0,157.0,149.0,3325,3196,2407,2435,918,761,517,1188,333,445,184,743,66,66,1575,3700,2525,3050,5232,3525,1
571,0,2,106.0,116.0,157.0,149.0,3129,3230,2211,2379,918,851,137,967,49,420,88,547,68,66,2025,3700,2525,3050,5232,3525,1
579,0,2,114.0,122.0,157.0,149.0,3532,3213,2547,2295,985,918,87,805,34,350,53,455,70,66,2150,4350,2725,3050,5232,3525,1
586,0,2,116.0,125.0,157.0,149.0,3902,3213,2939,2295,963,918,428,1042,264,475,164,567,72,66,2275,4350,2725,3050,5232,3525,1
593,0,2,122.0,125.0,157.0,149.0,4019,3286,3079,2323,940,963,344,1244,214,565,130,679,73,66,2525,4350,2825,3050,5232,3525,1
600,0,2,124.0,131.0,157.0,149.0,4014,3291,3051,2351,963,940,334,737,209,400,125,337,75,69,2650,4350,3175,3400,5232,3525,1
607,0,2,131.0,139.0,157.0,157.0,4305,3386,3275,2491,1030,895,494,655,324,360,170,295,77,69,3025,4650,3175,3400,5182,3525,1
614,0,2,133.0,139.0,157.0,157.0,4478,3353,3471,2435,1007,918,365,752,104,345,261,407,77,69,3725,5800,3175,3400,5182,3525,1
621,0,2,135.0,139.0,157.0,180.0,4462,3207,3499,2267,963,940,748,638,404,115,344,523,77,69,3725,5800,3250,3400,5182,3525,1
629,0,2,143.0,148.0,165.0,180.0,4148,3157,3163,2239,985,918,265,271,134,90,131,181,77,69,3975,5800,3250,3400,5182,3525,1
636,0,2,145.0,150.0,180.0,180.0,4131,3235,3191,2295,940,940,630,453,396,310,234,143,77,72,4375,6600,3350,3400,5182,3525,1
643,0,2,145.0,154.0,180.0,180.0,4019,3314,3079,2351,940,963,1117,515,764,260,353,255,78,72,4500,6000,3350,3700,5182,3525,1
650,0,2,148.0,156.0,180.0,180.0,4238,3437,3275,2519,963,918,193,429,124,120,69,309,80,72,4500,6900,3350,4100,5182,3525,1
657,0,2,163.0,156.0,180.0,180.0,4126,3717,3163,2799,963,918,155,901,74,480,81,421,80,72,5225,7075,3550,4500,5182,3525,1
664,0,2,165.0,166.0,180.0,180.0,4103,3935,3163,2995,940,940,539,873,354,340,185,533,80,72,5225,7475,3550,4500,5182,3525,1
671,0,2,165.0,166.0,180.0,180.0,3689,3857,2771,2939,918,918,521,1220,374,575,147,645,80,72,5225,7575,3550,4500,5182,3525,1
679,0,2,165.0,170.0,180.0,180.0,3162,3913,2267,2995,895,918,804,1503,549,750,255,753,80,72,5825,7775,3550,4500,5182,3525,1
686,0,2,159.0,176.0,180.0,180.0,3353,4019,2435,3079,918,940,1536,1445,1052,580,484,865,74,72,6550,7825,3550,4650,6031,3675,1
693,0,2,153.0,168.0,180.0,188.0,3269,3991,2351,3051,918,940,1413,702,1067,125,346,577,70,72,6700,7425,3700,4650,6356,4075,1
700,0,2,151.0,168.0,180.0,188.0,3146,3840,2183,2967,963,873,1675,1157,1217,480,458,677,68,72,6700,7425,4000,4800,6456,4075,1
707,0,2,162.0,172.0,180.0,188.0,3146,3918,2183,3023,963,895,802,444,732,305,70,139,68,72,6700,7425,4000,4800,6556,4075,1
714,0,2,163.0,176.0,180.0,188.0,2849,3974,1931,3079,918,895,677,593,507,350,170,243,68,72,6700,8025,4000,4800,6556,4175,1
